ProductID,ProductCode,ProductName,Category,SubCategory,Brand,UnitPrice,StandardCost,Status,CreatedDate,ModifiedDate,SourceSystem
100048,PROD-100048,Stand-alone responsive algorithm,Networking,Router,Dell,2125.16,2345.1,Active,2025-08-30,2026-04-06,ERP
100049,PROD-100049,Ameliorated radical methodology,Services,Training,Cisco,3365.14,1273.88,Active,2024-01-02,2026-01-15,ERP
100050,PROD-100050,Re-engineered systemic project,Security,Encryption,HP,3374.87,1217.49,Active,2022-03-12,2025-04-23,ERP
100051,PROD-100051,Centralized bifurcated moderator,Services,Consulting,Microsoft,2318.51,3993.86,Active,2023-05-24,2026-03-16,ERP
100052,PROD-100052,Configurable zero-defect policy,Software,Operating System,Cisco,2554.13,551.51,Active,2024-06-02,2024-08-06,ERP
100053,PROD-100053,Multi-tiered context-sensitive success,Services,Consulting,Cisco,1879.16,652.04,Active,2022-11-28,2026-01-10,ERP
100054,PROD-100054,Front-line web-enabled utilization,Security,Identity,VMware,4662.19,436.76,Active,2025-10-01,2026-01-11,ERP
100055,PROD-100055,Vision-oriented hybrid budgetary management,Cloud,AI,Dell,4454.08,2976.11,Active,2022-09-14,2025-04-24,ERP
100056,PROD-100056,Focused next generation matrix,Cloud,AI,VMware,3043.91,2877.51,Active,2022-07-28,2025-03-15,ERP
100057,PROD-100057,Up-sized empowering software,Networking,Firewall,Adobe,1293.05,3634.93,Active,2024-07-26,2026-01-20,ERP
100058,PROD-100058,Quality-focused responsive model,Hardware,Laptop,Lenovo,4155.27,200.24,Active,2026-08-02,2025-08-30,ERP
100059,PROD-100059,Focused leadingedge matrix,Services,Support,VMware,849.83,1781.3,Active,2023-02-03,2026-07-14,ERP
100060,PROD-100060,Future-proofed composite parallelism,Storage,SAN,Dell,422.46,3535.35,Active,2022-05-12,2024-09-20,ERP
100061,PROD-100061,Enhanced context-sensitive service-desk,Cloud,Compute,Citrix,2933.42,613.67,Active,2024-09-18,2025-02-21,ERP
100062,PROD-100062,User-centric solution-oriented algorithm,Cloud,Compute,VMware,1855.03,3734.02,Active,2026-04-21,2025-11-17,ERP
100063,PROD-100063,Customizable regional artificial intelligence,Hardware,Server,Cisco,3426.23,2676.06,Active,2025-09-24,2025-01-28,ERP
100064,PROD-100064,Face-to-face didactic info-mediaries,Services,Implementation,HP,4632.53,966.03,Active,2023-09-12,2026-07-28,ERP
100065,PROD-100065,Assimilated asynchronous superstructure,Cloud,Storage,Lenovo,172.69,2952.84,Active,2021-08-14,2024-11-10,ERP
100066,PROD-100066,Upgradable bandwidth-monitored encryption,Services,Implementation,Cisco,1370.69,3154.81,Active,2024-08-25,2025-12-20,ERP
100067,PROD-100067,Compatible zero administration neural-net,Software,Office,Microsoft,4300.04,909.17,Active,2021-11-28,2025-01-10,ERP
100068,PROD-100068,Multi-lateral tangible task-force,Collaboration,Voice,VMware,4111.66,3488.51,Active,2023-05-17,2025-06-22,ERP
100069,PROD-100069,Organic 24hour conglomeration,Networking,Router,Cisco,2022.41,1132.45,Active,2022-10-14,2025-10-07,ERP
100070,PROD-100070,Digitized client-driven secured line,Software,Analytics,Citrix,3225.33,1613.72,Active,2023-08-25,2026-05-03,ERP
100071,PROD-100071,Persistent hybrid service-desk,Services,Consulting,Dell,4391.34,1063.33,Active,2026-05-20,2025-08-06,ERP
100072,PROD-100072,Organic zero administration secured line,Security,Identity,Dell,3003.03,1399.11,Active,2025-12-10,2026-05-06,ERP
100073,PROD-100073,Quality-focused fresh-thinking leverage,Services,Implementation,Dell,1956.72,2316.94,Active,2025-03-06,2026-07-08,ERP
100074,PROD-100074,Team-oriented 4thgeneration framework,Security,Identity,Lenovo,58.37,3704.16,Active,2023-04-02,2024-10-03,ERP
100075,PROD-100075,Open-architected real-time concept,Networking,Firewall,Lenovo,396.37,2665.34,Active,2023-10-05,2025-05-29,ERP
100076,PROD-100076,Customizable reciprocal solution,Services,Training,Dell,3612.78,1218.78,Active,2025-12-12,2025-12-28,ERP
100077,PROD-100077,Intuitive attitude-oriented challenge,Security,Encryption,Citrix,2041.88,1200.23,Active,2022-08-09,2025-07-15,ERP
100078,PROD-100078,Multi-layered demand-driven neural-net,Cloud,Storage,Lenovo,3341.4,1532.1,Active,2023-07-24,2025-12-28,ERP
100079,PROD-100079,Monitored national paradigm,Cloud,AI,Lenovo,2762.29,26.61,Active,2025-08-11,2025-07-14,ERP
100080,PROD-100080,Assimilated asymmetric system engine,Security,Endpoint,Lenovo,3939.51,2436.48,Active,2022-08-20,2025-11-17,ERP
100081,PROD-100081,Vision-oriented impactful functionalities,Services,Implementation,Adobe,2238.69,874.46,Active,2021-11-01,2026-05-26,ERP
100082,PROD-100082,Public-key maximized interface,Collaboration,Meetings,Dell,1454.74,2663.82,Active,2026-04-03,2025-06-30,ERP
100083,PROD-100083,Devolved context-sensitive ability,Services,Consulting,Cisco,3380.34,917.95,Active,2023-06-13,2025-10-22,ERP
100084,PROD-100084,Mandatory user-facing alliance,Networking,Switch,Microsoft,278.76,3936.15,Active,2025-01-08,2026-02-24,ERP
100085,PROD-100085,Phased 3rdgeneration Local Area Network,Software,Office,Lenovo,4436.38,2313.29,Active,2026-07-26,2025-08-26,ERP
100086,PROD-100086,Right-sized 4thgeneration Local Area Network,Storage,Archive,Lenovo,1257.72,2632.83,Active,2022-12-09,2026-03-20,ERP
100087,PROD-100087,Universal eco-centric secured line,Hardware,Laptop,Lenovo,1133.26,3221.34,Active,2024-03-15,2025-01-28,ERP
100088,PROD-100088,Cross-platform cohesive complexity,Collaboration,Email,Cisco,4591.48,507.4,Active,2026-06-26,2026-06-15,ERP
100089,PROD-100089,Progressive methodical algorithm,Cloud,Networking,Citrix,4752.7,3568.42,Active,2026-03-30,2024-11-29,ERP
100090,PROD-100090,Enhanced uniform analyzer,Storage,Archive,HP,3731.09,1911.83,Active,2023-01-20,2025-03-03,ERP
100091,PROD-100091,Profit-focused mobile Local Area Network,Security,Endpoint,VMware,3840.78,2097.17,Active,2025-08-01,2025-03-05,ERP
100092,PROD-100092,Programmable composite implementation,Networking,Firewall,Adobe,433.54,1160.77,Active,2026-08-02,2026-06-02,ERP
100093,PROD-100093,De-engineered encompassing secured line,Security,Threat Protection,Citrix,4470.48,345.3,Active,2024-09-01,2026-06-25,ERP
100094,PROD-100094,User-centric system-worthy success,Cloud,Storage,Lenovo,3485.05,2833.02,Active,2025-11-17,2024-11-07,ERP
100095,PROD-100095,Customizable zero tolerance policy,Software,Office,Lenovo,1687.86,1877.05,Active,2022-09-25,2025-05-27,ERP
100096,PROD-100096,Horizontal methodical forecast,Hardware,Desktop,Lenovo,1977.91,3084.94,Active,2023-03-18,2025-04-25,ERP
100097,PROD-100097,Assimilated 3rdgeneration architecture,Hardware,Monitor,Adobe,79.19,1423.24,Active,2022-08-03,2026-03-22,ERP
100098,PROD-100098,Persistent content-based implementation,Storage,Archive,Cisco,2466.74,1109.92,Active,2022-11-13,2025-01-28,ERP
100099,PROD-100099,Down-sized client-driven throughput,Collaboration,Email,Lenovo,1713.84,2724.59,Active,2024-03-21,2025-04-27,ERP
100100,PROD-100100,Future-proofed disintermediate contingency,Storage,NAS,Adobe,4601.73,3923.37,Active,2025-01-02,2026-06-10,ERP
100101,PROD-100101,Ergonomic uniform system engine,Hardware,Monitor,Microsoft,465.54,1728.74,Active,2022-10-15,2026-07-14,ERP
100102,PROD-100102,Self-enabling actuating policy,Collaboration,Meetings,Microsoft,1337.77,1326.23,Active,2022-05-04,2025-07-03,ERP
100103,PROD-100103,Reverse-engineered regional knowledgebase,Collaboration,Voice,Citrix,3818.09,1532.03,Active,2023-04-17,2025-01-17,ERP
100104,PROD-100104,Sharable well-modulated concept,Storage,Backup,Dell,2378.02,3002.37,Active,2023-07-05,2025-08-24,ERP
100105,PROD-100105,Face-to-face transitional open architecture,Hardware,Server,Cisco,3268.21,3130.4,Active,2024-11-04,2025-05-24,ERP
100106,PROD-100106,Implemented tangible budgetary management,Hardware,Laptop,Cisco,1036.84,106.01,Active,2025-01-31,2026-01-29,ERP
100107,PROD-100107,Vision-oriented multi-tasking knowledgebase,Cloud,Storage,HP,2394.13,479.7,Active,2024-10-22,2025-04-05,ERP
100108,PROD-100108,Innovative real-time interface,Networking,Wireless,VMware,3846.15,691.96,Active,2022-02-26,2025-08-30,ERP
100109,PROD-100109,Phased local data-warehouse,Software,Database,VMware,585.09,127.07,Active,2024-03-11,2025-03-14,ERP
100110,PROD-100110,Progressive 24/7 architecture,Security,Encryption,Lenovo,4710.28,813.36,Active,2026-04-01,2025-12-21,ERP
100111,PROD-100111,Versatile system-worthy function,Networking,Router,VMware,4258.95,2411.64,Active,2025-10-23,2025-11-24,ERP
100112,PROD-100112,Exclusive stable Local Area Network,Software,Operating System,Citrix,2687.09,2654.55,Active,2024-06-27,2025-05-18,ERP
100113,PROD-100113,Innovative fault-tolerant open architecture,Software,Analytics,Microsoft,4255.4,3293.77,Active,2023-04-19,2024-10-13,ERP
100114,PROD-100114,Re-engineered bandwidth-monitored circuit,Software,Office,Citrix,3196.15,3319.11,Active,2023-09-09,2025-03-19,ERP
100115,PROD-100115,Ergonomic systemic matrices,Cloud,Networking,HP,3682.29,3862.76,Active,2021-12-14,2026-06-11,ERP
100116,PROD-100116,Focused discrete pricing structure,Security,Encryption,Adobe,2206.09,2930.83,Active,2021-10-17,2024-08-17,ERP
100117,PROD-100117,Synergistic exuding software,Security,Threat Protection,Cisco,4162.12,369.49,Active,2025-09-24,2025-04-09,ERP
100118,PROD-100118,Expanded responsive challenge,Collaboration,Meetings,Adobe,2870.76,2681.05,Active,2022-02-11,2026-06-22,ERP
100119,PROD-100119,User-centric mobile framework,Services,Consulting,Adobe,4262.22,747.81,Active,2025-01-05,2026-02-10,ERP
100120,PROD-100120,Streamlined coherent paradigm,Networking,Firewall,VMware,1734.68,3524.27,Active,2026-05-01,2025-04-07,ERP
100121,PROD-100121,Object-based bandwidth-monitored infrastructure,Security,Identity,Cisco,473.78,2887.3,Active,2022-10-12,2026-06-20,ERP
100122,PROD-100122,Innovative discrete system engine,Collaboration,Meetings,Adobe,3247.22,1976.01,Active,2026-05-09,2025-07-26,ERP
100123,PROD-100123,User-friendly attitude-oriented approach,Hardware,Laptop,VMware,1146.9,2774.85,Active,2023-10-22,2025-10-15,ERP
100124,PROD-100124,Fully-configurable multi-state solution,Security,Threat Protection,Adobe,2789.69,1391.44,Active,2022-07-28,2026-01-13,ERP
100125,PROD-100125,Implemented solution-oriented Graphical User Interface,Services,Training,Adobe,1391.04,1024.33,Active,2023-11-30,2025-11-16,ERP
100126,PROD-100126,Polarized national solution,Software,Database,Citrix,641.8,2155.06,Active,2026-03-30,2025-07-12,ERP
100127,PROD-100127,Operative holistic firmware,Cloud,Storage,Cisco,3706.09,1124.09,Active,2024-03-27,2026-01-29,ERP
100128,PROD-100128,Virtual full-range protocol,Security,Identity,Cisco,1516.42,1459.5,Active,2024-07-18,2024-12-25,ERP
100129,PROD-100129,Multi-lateral full-range policy,Security,Identity,HP,1407.84,3897.82,Active,2026-04-19,2026-04-15,ERP
100130,PROD-100130,Multi-layered actuating Graphic Interface,Security,Endpoint,Adobe,557.81,73.75,Active,2025-09-03,2026-04-02,ERP
100131,PROD-100131,Cross-group full-range instruction set,Security,Encryption,Adobe,2230.32,757.85,Active,2023-01-25,2026-07-02,ERP
100132,PROD-100132,Versatile 24hour utilization,Hardware,Server,Adobe,614.73,284.74,Active,2021-08-30,2026-07-03,ERP
100133,PROD-100133,Focused tangible knowledge user,Collaboration,Email,Microsoft,801.05,3249.29,Active,2025-01-29,2026-05-04,ERP
100134,PROD-100134,Focused even-keeled intranet,Security,Identity,Cisco,636.34,3063.66,Active,2021-08-16,2025-02-13,ERP
100135,PROD-100135,User-friendly composite project,Networking,Wireless,Adobe,4547.1,1206.98,Active,2024-07-27,2024-08-29,ERP
100136,PROD-100136,Right-sized asynchronous time-frame,Storage,Backup,Microsoft,3067.67,2966.85,Active,2023-02-07,2026-02-26,ERP
100137,PROD-100137,User-friendly attitude-oriented moderator,Networking,Switch,VMware,3319.12,649.3,Active,2026-03-14,2025-01-30,ERP
100138,PROD-100138,Pre-emptive executive conglomeration,Cloud,Compute,HP,63.24,1815.75,Active,2022-01-19,2026-01-20,ERP
100139,PROD-100139,Pre-emptive well-modulated workforce,Collaboration,Voice,Microsoft,1195.81,2835.15,Active,2023-10-02,2024-09-29,ERP
100140,PROD-100140,Profound incremental infrastructure,Collaboration,Email,Cisco,4623.36,3156.62,Active,2024-01-06,2025-01-01,ERP
100141,PROD-100141,Multi-lateral impactful emulation,Networking,Wireless,Dell,2745.58,2599.35,Active,2024-03-22,2024-11-27,ERP
100142,PROD-100142,De-engineered client-server policy,Security,Endpoint,Dell,345.21,3175.7,Active,2023-11-21,2025-03-13,ERP
100143,PROD-100143,Networked clear-thinking budgetary management,Security,Encryption,Dell,2370.05,1233.76,Active,2022-11-25,2024-10-02,ERP
100144,PROD-100144,Reduced didactic conglomeration,Storage,Backup,Adobe,2216.91,2402.2,Active,2022-01-07,2025-01-16,ERP
100145,PROD-100145,Persistent cohesive approach,Storage,Backup,VMware,178.03,934.97,Active,2026-03-17,2024-10-02,ERP
100146,PROD-100146,Proactive even-keeled intranet,Hardware,Server,Microsoft,3827.39,721.38,Active,2024-02-24,2025-06-03,ERP
100147,PROD-100147,Multi-lateral demand-driven neural-net,Collaboration,Voice,HP,4984.88,1757.64,Active,2022-03-03,2026-03-01,ERP
100148,PROD-100148,Profound dedicated array,Collaboration,Email,Adobe,1772.41,1349.9,Active,2024-04-12,2026-04-19,ERP
100149,PROD-100149,Re-contextualized disintermediate ability,Software,Database,Citrix,2087.64,1994.49,Active,2023-11-21,2026-05-12,ERP
100150,PROD-100150,Balanced static knowledge user,Storage,SAN,Adobe,485.9,1028.29,Active,2023-07-20,2026-07-06,ERP
100151,PROD-100151,Networked empowering core,Software,Office,Microsoft,3305.42,2181.81,Active,2025-12-23,2025-06-24,ERP
100152,PROD-100152,Sharable fault-tolerant customer loyalty,Storage,SAN,Cisco,2616.27,2499.97,Active,2024-09-23,2025-01-06,ERP
100153,PROD-100153,Public-key reciprocal complexity,Collaboration,Productivity,Microsoft,1057.61,2208.15,Active,2022-01-03,2025-12-11,ERP
100154,PROD-100154,Persistent clear-thinking installation,Security,Encryption,Adobe,651.06,3893.26,Active,2024-01-31,2025-11-20,ERP
100155,PROD-100155,Focused regional intranet,Networking,Switch,VMware,2776.65,2220.2,Active,2022-07-10,2025-04-02,ERP
100156,PROD-100156,Total zero tolerance benchmark,Software,Database,Dell,2334.17,491.93,Active,2022-05-10,2024-08-20,ERP
100157,PROD-100157,Centralized modular adapter,Cloud,Networking,VMware,2568.92,1111.86,Active,2022-08-04,2025-02-27,ERP
100158,PROD-100158,Customer-focused global system engine,Collaboration,Productivity,Cisco,2311.09,599.95,Active,2023-01-31,2025-04-28,ERP
100159,PROD-100159,De-engineered transitional system engine,Networking,Switch,Dell,1417.42,3165.27,Active,2026-02-11,2025-07-05,ERP
100160,PROD-100160,Exclusive high-level Local Area Network,Storage,Backup,VMware,4111.72,1149.28,Active,2026-05-19,2025-05-08,ERP
100161,PROD-100161,Open-architected grid-enabled functionalities,Security,Encryption,HP,2260.41,1950.26,Active,2022-12-20,2025-09-22,ERP
100162,PROD-100162,Profit-focused attitude-oriented adapter,Services,Implementation,Adobe,4667.62,3481.67,Active,2022-01-17,2026-02-21,ERP
100163,PROD-100163,Vision-oriented upward-trending Graphical User Interface,Networking,Wireless,Cisco,4287.26,1657.83,Active,2025-03-28,2025-12-20,ERP
100164,PROD-100164,Open-source static hardware,Services,Implementation,Lenovo,1961.09,2663.16,Active,2024-01-03,2025-07-14,ERP
100165,PROD-100165,Robust disintermediate toolset,Cloud,Networking,Microsoft,674.92,3862.28,Active,2026-03-18,2024-10-19,ERP
100166,PROD-100166,Total clear-thinking product,Services,Consulting,Adobe,543.57,3644.01,Active,2026-07-31,2026-04-29,ERP
100167,PROD-100167,Horizontal high-level matrix,Hardware,Desktop,Lenovo,4361.12,3880.58,Active,2022-11-05,2025-04-18,ERP
100168,PROD-100168,Business-focused dynamic Graphical User Interface,Software,Office,VMware,1725.88,2778.5,Active,2024-03-24,2025-07-10,ERP
100169,PROD-100169,Grass-roots 3rdgeneration artificial intelligence,Software,Analytics,Lenovo,4772.99,2516.53,Active,2025-12-28,2025-10-25,ERP
100170,PROD-100170,Decentralized discrete policy,Collaboration,Email,Dell,1212.11,2745.49,Active,2023-09-15,2025-09-07,ERP
100171,PROD-100171,Multi-tiered explicit emulation,Security,Endpoint,Dell,2198.16,416.31,Active,2024-12-12,2025-08-30,ERP
100172,PROD-100172,Ergonomic encompassing middleware,Software,Office,HP,3485.31,3616.11,Active,2024-11-12,2025-08-15,ERP
100173,PROD-100173,Total clear-thinking implementation,Hardware,Server,Microsoft,1502.17,1514.99,Active,2024-06-19,2026-04-20,ERP
100174,PROD-100174,Streamlined incremental service-desk,Cloud,Storage,Lenovo,2851.34,3175.26,Active,2025-01-04,2024-11-13,ERP
100175,PROD-100175,Reverse-engineered interactive workforce,Cloud,Storage,Dell,3066.98,1545.61,Active,2022-05-24,2025-05-19,ERP
100176,PROD-100176,Customer-focused coherent Local Area Network,Networking,Wireless,HP,1199.33,2560.67,Active,2023-05-18,2025-02-10,ERP
100177,PROD-100177,Inverse 4thgeneration contingency,Collaboration,Voice,Microsoft,4499.6,1874.38,Active,2022-10-05,2026-04-16,ERP
100178,PROD-100178,Synchronized didactic emulation,Security,Endpoint,Dell,2236.56,1398.62,Active,2025-02-07,2026-05-24,ERP
100179,PROD-100179,Total upward-trending moderator,Security,Encryption,VMware,2311.34,1225.93,Active,2023-01-19,2026-03-13,ERP
100180,PROD-100180,Reduced eco-centric knowledge user,Storage,Archive,Dell,1224.17,2298.39,Active,2024-11-18,2026-04-12,ERP
100181,PROD-100181,Versatile multimedia monitoring,Security,Threat Protection,Microsoft,4890.83,2641.46,Active,2024-09-12,2026-05-21,ERP
100182,PROD-100182,Cross-group user-facing structure,Security,Identity,Microsoft,4557.55,2987.06,Active,2022-09-02,2025-04-28,ERP
100183,PROD-100183,Networked 24hour flexibility,Security,Endpoint,Citrix,1134.07,780.77,Active,2023-08-30,2026-05-05,ERP
100184,PROD-100184,Organized user-facing focus group,Security,Endpoint,Dell,4521.85,2594.2,Active,2025-05-02,2025-09-30,ERP
100185,PROD-100185,Configurable local moratorium,Security,Encryption,Microsoft,2918.89,2936.13,Active,2023-04-13,2026-02-24,ERP
100186,PROD-100186,Cross-platform logistical superstructure,Software,Analytics,Citrix,3750.03,723.17,Active,2024-07-08,2025-04-22,ERP
100187,PROD-100187,Organized bifurcated paradigm,Cloud,AI,VMware,4160.84,1046.46,Active,2024-04-11,2026-07-29,ERP
100188,PROD-100188,Re-engineered systemic Graphic Interface,Collaboration,Voice,Citrix,4030.95,1886.62,Active,2024-11-12,2024-10-31,ERP
100189,PROD-100189,Fundamental coherent support,Software,Database,Cisco,4307.7,2903.76,Active,2023-08-14,2024-09-11,ERP
100190,PROD-100190,Switchable composite architecture,Storage,Backup,Dell,3963.88,80.33,Active,2024-01-08,2026-02-22,ERP
100191,PROD-100191,Open-source eco-centric capability,Software,Office,Citrix,3380.5,2697.55,Active,2025-02-14,2026-01-05,ERP
100192,PROD-100192,Object-based reciprocal info-mediaries,Storage,Backup,Dell,3390.44,1899.12,Active,2023-02-26,2025-05-08,ERP
100193,PROD-100193,Networked zero tolerance initiative,Services,Support,Dell,3195.25,1870.46,Active,2024-09-02,2025-10-31,ERP
100194,PROD-100194,Intuitive bi-directional conglomeration,Security,Encryption,Dell,741.9,3786.39,Active,2023-01-18,2025-10-11,ERP
100195,PROD-100195,Automated secondary matrices,Security,Encryption,Dell,531.1,3551.86,Active,2026-01-01,2026-05-11,ERP
100196,PROD-100196,Implemented secondary groupware,Cloud,Networking,Adobe,1886.51,3798.79,Active,2024-04-23,2025-01-15,ERP
100197,PROD-100197,Persevering executive parallelism,Storage,NAS,Lenovo,3291.86,3338.93,Active,2024-05-19,2024-08-24,ERP
100198,PROD-100198,Extended motivating encoding,Storage,Backup,Microsoft,3466.89,888.65,Active,2022-10-14,2025-08-26,ERP
100199,PROD-100199,Customizable tangible core,Collaboration,Meetings,Citrix,541.81,2750.58,Active,2025-10-21,2024-09-03,ERP
100200,PROD-100200,Automated client-driven moderator,Services,Consulting,Lenovo,1415.61,3873.62,Active,2022-06-03,2024-11-19,ERP
100201,PROD-100201,Customer-focused explicit hardware,Collaboration,Email,Cisco,3226.44,2398.66,Active,2023-11-04,2024-10-21,ERP
100202,PROD-100202,Grass-roots tangible core,Hardware,Laptop,Citrix,1255.67,525.55,Active,2021-10-23,2025-01-04,ERP
100203,PROD-100203,Cross-group full-range extranet,Networking,Router,Cisco,2952.6,3256.89,Active,2022-02-25,2025-04-15,ERP
100204,PROD-100204,Team-oriented fault-tolerant interface,Networking,Firewall,HP,3953.79,2394.03,Active,2023-05-11,2024-10-12,ERP
100205,PROD-100205,Object-based 24hour middleware,Security,Endpoint,HP,2724.07,3199.09,Active,2022-10-26,2024-10-11,ERP
100206,PROD-100206,Virtual well-modulated emulation,Software,Operating System,HP,123.56,3165.19,Active,2026-02-09,2026-08-03,ERP
100207,PROD-100207,Triple-buffered eco-centric ability,Networking,Firewall,Microsoft,912.52,233.29,Active,2024-05-18,2025-04-25,ERP
