GeographyID,GeographyCode,Country,StateProvince,City,Region,PostalCode,Latitude,Longitude,SourceSystem,CreatedDate,ModifiedDate
1038,GEO-1038,Japan,Tokyo,Tokyo,APAC,656116,35.743159,139.666131,Google Colab,2026-08-05 11:59:15,2026-08-05 11:59:15
1039,GEO-1039,Canada,British Columbia,Vancouver,West,120422,49.220599,-123.142623,Google Colab,2026-08-05 11:59:15,2026-08-05 11:59:15
1040,GEO-1040,India,Rajasthan,Jaipur,North,351083,26.841668,75.847782,Google Colab,2026-08-05 11:59:15,2026-08-05 11:59:15
1041,GEO-1041,India,Delhi,New Delhi,North,189814,28.651005,77.259564,Google Colab,2026-08-05 11:59:15,2026-08-05 11:59:15
1042,GEO-1042,Japan,Tokyo,Tokyo,APAC,658582,35.718734,139.590843,Google Colab,2026-08-05 11:59:15,2026-08-05 11:59:15
1043,GEO-1043,Canada,British Columbia,Vancouver,West,676510,49.22912,-123.116272,Google Colab,2026-08-05 11:59:15,2026-08-05 11:59:15
1044,GEO-1044,Netherlands,North Holland,Amsterdam,EMEA,543692,52.441898,4.972726,Google Colab,2026-08-05 11:59:15,2026-08-05 11:59:15
1045,GEO-1045,Japan,Tokyo,Tokyo,APAC,865388,35.706579,139.684372,Google Colab,2026-08-05 11:59:15,2026-08-05 11:59:15
1046,GEO-1046,USA,Washington,Seattle,West,804314,47.63018,-122.342004,Google Colab,2026-08-05 11:59:15,2026-08-05 11:59:15
1047,GEO-1047,United Kingdom,England,London,EMEA,573417,51.446761,-0.171848,Google Colab,2026-08-05 11:59:15,2026-08-05 11:59:15
1048,GEO-1048,USA,California,San Francisco,West,122056,37.789029,-122.462582,Google Colab,2026-08-05 11:59:15,2026-08-05 11:59:15
1049,GEO-1049,India,Gujarat,Ahmedabad,West,107540,22.953859,72.592376,Google Colab,2026-08-05 11:59:15,2026-08-05 11:59:15
1050,GEO-1050,India,Gujarat,Ahmedabad,West,170674,23.087367,72.628942,Google Colab,2026-08-05 11:59:15,2026-08-05 11:59:15
1051,GEO-1051,India,Delhi,New Delhi,North,639131,28.571981,77.236036,Google Colab,2026-08-05 11:59:15,2026-08-05 11:59:15
1052,GEO-1052,India,West Bengal,Kolkata,East,665427,22.51377,88.433582,Google Colab,2026-08-05 11:59:15,2026-08-05 11:59:15
1053,GEO-1053,France,Ile-de-France,Paris,EMEA,704201,48.852227,2.397739,Google Colab,2026-08-05 11:59:15,2026-08-05 11:59:15
1054,GEO-1054,USA,New York,New York,East,299659,40.647892,-73.980563,Google Colab,2026-08-05 11:59:15,2026-08-05 11:59:15
1055,GEO-1055,USA,Texas,Dallas,Central,544154,32.762476,-96.738786,Google Colab,2026-08-05 11:59:15,2026-08-05 11:59:15
1056,GEO-1056,India,Maharashtra,Mumbai,West,806073,19.100553,72.901089,Google Colab,2026-08-05 11:59:15,2026-08-05 11:59:15
1057,GEO-1057,India,Maharashtra,Mumbai,West,522179,19.112514,72.925795,Google Colab,2026-08-05 11:59:15,2026-08-05 11:59:15
1058,GEO-1058,India,Tamil Nadu,Chennai,South,360735,13.033354,80.276506,Google Colab,2026-08-05 11:59:15,2026-08-05 11:59:15
1059,GEO-1059,India,Telangana,Hyderabad,South,542374,17.334358,78.48072,Google Colab,2026-08-05 11:59:15,2026-08-05 11:59:15
1060,GEO-1060,India,Delhi,New Delhi,North,564656,28.663184,77.265955,Google Colab,2026-08-05 11:59:15,2026-08-05 11:59:15
1061,GEO-1061,India,Tamil Nadu,Chennai,South,153045,13.107043,80.277194,Google Colab,2026-08-05 11:59:15,2026-08-05 11:59:15
1062,GEO-1062,India,Karnataka,Bangalore,South,197793,13.039819,77.650391,Google Colab,2026-08-05 11:59:15,2026-08-05 11:59:15
1063,GEO-1063,India,Kerala,Kochi,South,526156,9.928903,76.2215,Google Colab,2026-08-05 11:59:15,2026-08-05 11:59:15
1064,GEO-1064,USA,Washington,Seattle,West,161483,47.552542,-122.411755,Google Colab,2026-08-05 11:59:15,2026-08-05 11:59:15
1065,GEO-1065,USA,Washington,Seattle,West,378085,47.674443,-122.286479,Google Colab,2026-08-05 11:59:15,2026-08-05 11:59:15
1066,GEO-1066,India,Rajasthan,Jaipur,North,543555,26.943855,75.824181,Google Colab,2026-08-05 11:59:15,2026-08-05 11:59:15
1067,GEO-1067,Germany,Bavaria,Munich,EMEA,794022,48.170045,11.526767,Google Colab,2026-08-05 11:59:15,2026-08-05 11:59:15
1068,GEO-1068,India,Rajasthan,Jaipur,North,328275,26.987393,75.799969,Google Colab,2026-08-05 11:59:15,2026-08-05 11:59:15
1069,GEO-1069,Germany,Bavaria,Munich,EMEA,163918,48.174776,11.511146,Google Colab,2026-08-05 11:59:15,2026-08-05 11:59:15
1070,GEO-1070,France,Ile-de-France,Paris,EMEA,599948,48.857056,2.408635,Google Colab,2026-08-05 11:59:15,2026-08-05 11:59:15
1071,GEO-1071,India,Kerala,Kochi,South,159642,10.004925,76.200118,Google Colab,2026-08-05 11:59:15,2026-08-05 11:59:15
1072,GEO-1072,India,Kerala,Kochi,South,171849,9.946406,76.295334,Google Colab,2026-08-05 11:59:15,2026-08-05 11:59:15
1073,GEO-1073,India,Gujarat,Ahmedabad,West,523389,22.961682,72.633846,Google Colab,2026-08-05 11:59:15,2026-08-05 11:59:15
1074,GEO-1074,India,Gujarat,Ahmedabad,West,707040,23.037623,72.590501,Google Colab,2026-08-05 11:59:15,2026-08-05 11:59:15
1075,GEO-1075,USA,New York,New York,East,789305,40.726188,-74.002355,Google Colab,2026-08-05 11:59:15,2026-08-05 11:59:15
1076,GEO-1076,India,Punjab,Ludhiana,North,314181,30.928156,75.827569,Google Colab,2026-08-05 11:59:15,2026-08-05 11:59:15
1077,GEO-1077,India,Punjab,Ludhiana,North,515011,30.841941,75.88058,Google Colab,2026-08-05 11:59:15,2026-08-05 11:59:15
1078,GEO-1078,Canada,Ontario,Toronto,East,431535,43.721843,-79.313483,Google Colab,2026-08-05 11:59:15,2026-08-05 11:59:15
1079,GEO-1079,India,Karnataka,Bangalore,South,580547,12.990985,77.604679,Google Colab,2026-08-05 11:59:15,2026-08-05 11:59:15
1080,GEO-1080,India,Tamil Nadu,Chennai,South,176819,13.088722,80.271642,Google Colab,2026-08-05 11:59:15,2026-08-05 11:59:15
1081,GEO-1081,India,Telangana,Hyderabad,South,465962,17.445938,78.547383,Google Colab,2026-08-05 11:59:15,2026-08-05 11:59:15
1082,GEO-1082,USA,Texas,Dallas,Central,398830,32.721939,-96.743601,Google Colab,2026-08-05 11:59:15,2026-08-05 11:59:15
1083,GEO-1083,Singapore,Singapore,Singapore,APAC,417212,1.369968,103.897757,Google Colab,2026-08-05 11:59:15,2026-08-05 11:59:15
1084,GEO-1084,UAE,Dubai,Dubai,Middle East,654634,25.126052,55.321537,Google Colab,2026-08-05 11:59:15,2026-08-05 11:59:15
1085,GEO-1085,India,Rajasthan,Jaipur,North,795613,26.848974,75.8478,Google Colab,2026-08-05 11:59:15,2026-08-05 11:59:15
1086,GEO-1086,India,Punjab,Ludhiana,North,221035,30.963354,75.896087,Google Colab,2026-08-05 11:59:15,2026-08-05 11:59:15
1087,GEO-1087,India,Telangana,Hyderabad,South,385577,17.350081,78.440401,Google Colab,2026-08-05 11:59:15,2026-08-05 11:59:15
1088,GEO-1088,USA,California,San Francisco,West,313487,37.8049,-122.362934,Google Colab,2026-08-05 11:59:15,2026-08-05 11:59:15
1089,GEO-1089,United Kingdom,England,London,EMEA,612262,51.467579,-0.062495,Google Colab,2026-08-05 11:59:15,2026-08-05 11:59:15
1090,GEO-1090,India,Maharashtra,Mumbai,West,196781,19.097486,72.930396,Google Colab,2026-08-05 11:59:15,2026-08-05 11:59:15
1091,GEO-1091,India,Maharashtra,Mumbai,West,103717,19.049369,72.818631,Google Colab,2026-08-05 11:59:15,2026-08-05 11:59:15
1092,GEO-1092,India,Punjab,Ludhiana,North,269430,30.939597,75.865569,Google Colab,2026-08-05 11:59:15,2026-08-05 11:59:15
1093,GEO-1093,USA,New York,New York,East,688153,40.634347,-74.073961,Google Colab,2026-08-05 11:59:15,2026-08-05 11:59:15
1094,GEO-1094,Singapore,Singapore,Singapore,APAC,256294,1.359394,103.873335,Google Colab,2026-08-05 11:59:15,2026-08-05 11:59:15
1095,GEO-1095,France,Ile-de-France,Paris,EMEA,679364,48.800295,2.292591,Google Colab,2026-08-05 11:59:15,2026-08-05 11:59:15
1096,GEO-1096,India,Rajasthan,Jaipur,North,482364,26.976237,75.83468,Google Colab,2026-08-05 11:59:15,2026-08-05 11:59:15
1097,GEO-1097,India,Maharashtra,Mumbai,West,475190,19.029612,72.837625,Google Colab,2026-08-05 11:59:15,2026-08-05 11:59:15
1098,GEO-1098,India,Tamil Nadu,Chennai,South,470858,13.127519,80.332162,Google Colab,2026-08-05 11:59:15,2026-08-05 11:59:15
1099,GEO-1099,USA,New York,New York,East,750810,40.752716,-73.937878,Google Colab,2026-08-05 11:59:15,2026-08-05 11:59:15
1100,GEO-1100,India,Gujarat,Ahmedabad,West,270395,23.098693,72.621123,Google Colab,2026-08-05 11:59:15,2026-08-05 11:59:15
1101,GEO-1101,USA,New York,New York,East,125990,40.661498,-73.938082,Google Colab,2026-08-05 11:59:15,2026-08-05 11:59:15
1102,GEO-1102,USA,New York,New York,East,941204,40.739985,-73.968391,Google Colab,2026-08-05 11:59:15,2026-08-05 11:59:15
1103,GEO-1103,India,Gujarat,Ahmedabad,West,379766,22.967972,72.603605,Google Colab,2026-08-05 11:59:15,2026-08-05 11:59:15
1104,GEO-1104,USA,Washington,Seattle,West,140605,47.663575,-122.376511,Google Colab,2026-08-05 11:59:15,2026-08-05 11:59:15
1105,GEO-1105,Canada,Ontario,Toronto,East,466643,43.622031,-79.335945,Google Colab,2026-08-05 11:59:15,2026-08-05 11:59:15
1106,GEO-1106,India,Gujarat,Ahmedabad,West,333752,22.946286,72.522301,Google Colab,2026-08-05 11:59:15,2026-08-05 11:59:15
1107,GEO-1107,USA,California,San Francisco,West,392136,37.833196,-122.344698,Google Colab,2026-08-05 11:59:15,2026-08-05 11:59:15
1108,GEO-1108,India,Punjab,Ludhiana,North,468203,30.923637,75.841249,Google Colab,2026-08-05 11:59:15,2026-08-05 11:59:15
1109,GEO-1109,Germany,Bavaria,Munich,EMEA,447235,48.205378,11.520455,Google Colab,2026-08-05 11:59:15,2026-08-05 11:59:15
1110,GEO-1110,India,Punjab,Ludhiana,North,287241,30.913894,75.934668,Google Colab,2026-08-05 11:59:15,2026-08-05 11:59:15
1111,GEO-1111,India,Maharashtra,Mumbai,West,213668,19.091451,72.85301,Google Colab,2026-08-05 11:59:15,2026-08-05 11:59:15
1112,GEO-1112,USA,California,San Francisco,West,557592,37.791893,-122.417572,Google Colab,2026-08-05 11:59:15,2026-08-05 11:59:15
1113,GEO-1113,USA,Washington,Seattle,West,704596,47.556613,-122.404998,Google Colab,2026-08-05 11:59:15,2026-08-05 11:59:15
1114,GEO-1114,USA,New York,New York,East,101773,40.715987,-73.956958,Google Colab,2026-08-05 11:59:15,2026-08-05 11:59:15
1115,GEO-1115,Saudi Arabia,Riyadh,Riyadh,Middle East,854377,24.784042,46.713226,Google Colab,2026-08-05 11:59:15,2026-08-05 11:59:15
1116,GEO-1116,India,West Bengal,Kolkata,East,481913,22.561608,88.43572,Google Colab,2026-08-05 11:59:15,2026-08-05 11:59:15
1117,GEO-1117,USA,California,San Francisco,West,753425,37.745127,-122.363718,Google Colab,2026-08-05 11:59:15,2026-08-05 11:59:15
1118,GEO-1118,Australia,New South Wales,Sydney,ANZ,414910,-33.86766,151.236003,Google Colab,2026-08-05 11:59:15,2026-08-05 11:59:15
1119,GEO-1119,USA,California,San Francisco,West,521947,37.806453,-122.410694,Google Colab,2026-08-05 11:59:15,2026-08-05 11:59:15
1120,GEO-1120,India,West Bengal,Kolkata,East,540869,22.598989,88.344563,Google Colab,2026-08-05 11:59:15,2026-08-05 11:59:15
1121,GEO-1121,Australia,New South Wales,Sydney,ANZ,282480,-33.850318,151.177452,Google Colab,2026-08-05 11:59:15,2026-08-05 11:59:15
1122,GEO-1122,Germany,Bavaria,Munich,EMEA,974224,48.055165,11.547906,Google Colab,2026-08-05 11:59:15,2026-08-05 11:59:15
1123,GEO-1123,USA,New York,New York,East,923927,40.725598,-73.981247,Google Colab,2026-08-05 11:59:15,2026-08-05 11:59:15
1124,GEO-1124,Canada,Ontario,Toronto,East,563246,43.643946,-79.429008,Google Colab,2026-08-05 11:59:15,2026-08-05 11:59:15
1125,GEO-1125,Canada,British Columbia,Vancouver,West,932291,49.346889,-123.073336,Google Colab,2026-08-05 11:59:15,2026-08-05 11:59:15
1126,GEO-1126,India,Kerala,Kochi,South,790855,9.864767,76.269772,Google Colab,2026-08-05 11:59:15,2026-08-05 11:59:15
1127,GEO-1127,UAE,Dubai,Dubai,Middle East,749342,25.17843,55.321748,Google Colab,2026-08-05 11:59:15,2026-08-05 11:59:15
1128,GEO-1128,Japan,Tokyo,Tokyo,APAC,346277,35.703847,139.606243,Google Colab,2026-08-05 11:59:15,2026-08-05 11:59:15
1129,GEO-1129,India,West Bengal,Kolkata,East,254511,22.496508,88.323075,Google Colab,2026-08-05 11:59:15,2026-08-05 11:59:15
1130,GEO-1130,Canada,British Columbia,Vancouver,West,740967,49.338658,-123.189047,Google Colab,2026-08-05 11:59:15,2026-08-05 11:59:15
1131,GEO-1131,USA,New York,New York,East,760356,40.724907,-73.971065,Google Colab,2026-08-05 11:59:15,2026-08-05 11:59:15
1132,GEO-1132,USA,Washington,Seattle,West,618392,47.590144,-122.388489,Google Colab,2026-08-05 11:59:15,2026-08-05 11:59:15
1133,GEO-1133,Singapore,Singapore,Singapore,APAC,105814,1.414926,103.87747,Google Colab,2026-08-05 11:59:15,2026-08-05 11:59:15
1134,GEO-1134,India,Tamil Nadu,Chennai,South,916232,13.070723,80.218842,Google Colab,2026-08-05 11:59:15,2026-08-05 11:59:15
1135,GEO-1135,Singapore,Singapore,Singapore,APAC,643118,1.346428,103.828985,Google Colab,2026-08-05 11:59:15,2026-08-05 11:59:15
1136,GEO-1136,India,Tamil Nadu,Chennai,South,578634,13.024034,80.265043,Google Colab,2026-08-05 11:59:15,2026-08-05 11:59:15
1137,GEO-1137,United Kingdom,England,London,EMEA,686075,51.522672,-0.055794,Google Colab,2026-08-05 11:59:15,2026-08-05 11:59:15
1138,GEO-1138,Canada,Ontario,Toronto,East,742412,43.703601,-79.320477,Google Colab,2026-08-05 11:59:15,2026-08-05 11:59:15
1139,GEO-1139,USA,New York,New York,East,970914,40.777897,-74.014654,Google Colab,2026-08-05 11:59:15,2026-08-05 11:59:15
1140,GEO-1140,India,Kerala,Kochi,South,879779,9.989039,76.259311,Google Colab,2026-08-05 11:59:15,2026-08-05 11:59:15
1141,GEO-1141,Japan,Tokyo,Tokyo,APAC,359249,35.730578,139.61467,Google Colab,2026-08-05 11:59:15,2026-08-05 11:59:15
1142,GEO-1142,Japan,Tokyo,Tokyo,APAC,646622,35.673736,139.608579,Google Colab,2026-08-05 11:59:15,2026-08-05 11:59:15
1143,GEO-1143,Canada,Ontario,Toronto,East,181247,43.687367,-79.425681,Google Colab,2026-08-05 11:59:15,2026-08-05 11:59:15
1144,GEO-1144,USA,California,San Francisco,West,435239,37.837784,-122.486508,Google Colab,2026-08-05 11:59:15,2026-08-05 11:59:15
1145,GEO-1145,India,Telangana,Hyderabad,South,342495,17.366286,78.431149,Google Colab,2026-08-05 11:59:15,2026-08-05 11:59:15
1146,GEO-1146,India,West Bengal,Kolkata,East,167348,22.558979,88.336841,Google Colab,2026-08-05 11:59:15,2026-08-05 11:59:15
1147,GEO-1147,Canada,Ontario,Toronto,East,535970,43.583163,-79.329937,Google Colab,2026-08-05 11:59:15,2026-08-05 11:59:15
1148,GEO-1148,USA,Washington,Seattle,West,907189,47.619653,-122.300816,Google Colab,2026-08-05 11:59:15,2026-08-05 11:59:15
1149,GEO-1149,Japan,Tokyo,Tokyo,APAC,703655,35.657061,139.571243,Google Colab,2026-08-05 11:59:15,2026-08-05 11:59:15
1150,GEO-1150,USA,Texas,Dallas,Central,413118,32.817256,-96.740448,Google Colab,2026-08-05 11:59:15,2026-08-05 11:59:15
1151,GEO-1151,USA,New York,New York,East,664365,40.752403,-73.998619,Google Colab,2026-08-05 11:59:15,2026-08-05 11:59:15
1152,GEO-1152,Netherlands,North Holland,Amsterdam,EMEA,331251,52.365717,4.86777,Google Colab,2026-08-05 11:59:15,2026-08-05 11:59:15
1153,GEO-1153,Canada,British Columbia,Vancouver,West,130434,49.264917,-123.09368,Google Colab,2026-08-05 11:59:15,2026-08-05 11:59:15
1154,GEO-1154,USA,Washington,Seattle,West,859359,47.552607,-122.337318,Google Colab,2026-08-05 11:59:15,2026-08-05 11:59:15
1155,GEO-1155,India,Telangana,Hyderabad,South,752483,17.39046,78.551809,Google Colab,2026-08-05 11:59:15,2026-08-05 11:59:15
1156,GEO-1156,France,Ile-de-France,Paris,EMEA,691807,48.88268,2.285632,Google Colab,2026-08-05 11:59:15,2026-08-05 11:59:15
1157,GEO-1157,USA,New York,New York,East,242291,40.771496,-74.056923,Google Colab,2026-08-05 11:59:15,2026-08-05 11:59:15
1158,GEO-1158,India,Punjab,Ludhiana,North,497519,30.873376,75.850052,Google Colab,2026-08-05 11:59:15,2026-08-05 11:59:15
1159,GEO-1159,USA,California,San Francisco,West,898207,37.835642,-122.454879,Google Colab,2026-08-05 11:59:15,2026-08-05 11:59:15
1160,GEO-1160,USA,New York,New York,East,364525,40.766386,-74.010751,Google Colab,2026-08-05 11:59:15,2026-08-05 11:59:15
1161,GEO-1161,Australia,New South Wales,Sydney,ANZ,665621,-33.940466,151.281607,Google Colab,2026-08-05 11:59:15,2026-08-05 11:59:15
1162,GEO-1162,India,Gujarat,Ahmedabad,West,781725,22.953479,72.644566,Google Colab,2026-08-05 11:59:15,2026-08-05 11:59:15
1163,GEO-1163,India,Maharashtra,Mumbai,West,890870,19.000965,72.837265,Google Colab,2026-08-05 11:59:15,2026-08-05 11:59:15
1164,GEO-1164,India,Karnataka,Bangalore,South,751517,12.915981,77.534795,Google Colab,2026-08-05 11:59:15,2026-08-05 11:59:15
1165,GEO-1165,Saudi Arabia,Riyadh,Riyadh,Middle East,219946,24.723835,46.630174,Google Colab,2026-08-05 11:59:15,2026-08-05 11:59:15
1166,GEO-1166,Singapore,Singapore,Singapore,APAC,368690,1.394804,103.766646,Google Colab,2026-08-05 11:59:15,2026-08-05 11:59:15
1167,GEO-1167,Netherlands,North Holland,Amsterdam,EMEA,884256,52.402537,4.948547,Google Colab,2026-08-05 11:59:15,2026-08-05 11:59:15
1168,GEO-1168,India,Kerala,Kochi,South,426147,9.868496,76.191409,Google Colab,2026-08-05 11:59:15,2026-08-05 11:59:15
1169,GEO-1169,India,Rajasthan,Jaipur,North,703766,26.940776,75.860608,Google Colab,2026-08-05 11:59:15,2026-08-05 11:59:15
1170,GEO-1170,USA,Washington,Seattle,West,849747,47.557933,-122.317364,Google Colab,2026-08-05 11:59:15,2026-08-05 11:59:15
1171,GEO-1171,UAE,Dubai,Dubai,Middle East,354646,25.141104,55.314397,Google Colab,2026-08-05 11:59:15,2026-08-05 11:59:15
1172,GEO-1172,Saudi Arabia,Riyadh,Riyadh,Middle East,729577,24.762484,46.722696,Google Colab,2026-08-05 11:59:15,2026-08-05 11:59:15
1173,GEO-1173,France,Ile-de-France,Paris,EMEA,920652,48.783171,2.357439,Google Colab,2026-08-05 11:59:15,2026-08-05 11:59:15
1174,GEO-1174,Saudi Arabia,Riyadh,Riyadh,Middle East,488571,24.644633,46.698907,Google Colab,2026-08-05 11:59:15,2026-08-05 11:59:15
1175,GEO-1175,India,Karnataka,Bangalore,South,990844,12.958809,77.593032,Google Colab,2026-08-05 11:59:15,2026-08-05 11:59:15
1176,GEO-1176,USA,New York,New York,East,479781,40.734494,-73.953407,Google Colab,2026-08-05 11:59:15,2026-08-05 11:59:15
1177,GEO-1177,Singapore,Singapore,Singapore,APAC,260422,1.341778,103.857207,Google Colab,2026-08-05 11:59:15,2026-08-05 11:59:15
1178,GEO-1178,UAE,Dubai,Dubai,Middle East,383201,25.223346,55.337939,Google Colab,2026-08-05 11:59:15,2026-08-05 11:59:15
1179,GEO-1179,Japan,Tokyo,Tokyo,APAC,606983,35.67058,139.702418,Google Colab,2026-08-05 11:59:15,2026-08-05 11:59:15
1180,GEO-1180,France,Ile-de-France,Paris,EMEA,381433,48.828169,2.311479,Google Colab,2026-08-05 11:59:15,2026-08-05 11:59:15
1181,GEO-1181,India,Delhi,New Delhi,North,392477,28.674961,77.168018,Google Colab,2026-08-05 11:59:15,2026-08-05 11:59:15
1182,GEO-1182,Canada,Ontario,Toronto,East,697530,43.670853,-79.402562,Google Colab,2026-08-05 11:59:15,2026-08-05 11:59:15
1183,GEO-1183,India,Karnataka,Bangalore,South,618317,13.027752,77.543694,Google Colab,2026-08-05 11:59:15,2026-08-05 11:59:15
1184,GEO-1184,India,West Bengal,Kolkata,East,472060,22.620253,88.338354,Google Colab,2026-08-05 11:59:15,2026-08-05 11:59:15
1185,GEO-1185,Netherlands,North Holland,Amsterdam,EMEA,835244,52.428417,4.913027,Google Colab,2026-08-05 11:59:15,2026-08-05 11:59:15
1186,GEO-1186,United Kingdom,England,London,EMEA,300337,51.441098,-0.092588,Google Colab,2026-08-05 11:59:15,2026-08-05 11:59:15
1187,GEO-1187,Canada,British Columbia,Vancouver,West,682144,49.324006,-123.090203,Google Colab,2026-08-05 11:59:15,2026-08-05 11:59:15
1188,GEO-1188,UAE,Dubai,Dubai,Middle East,846420,25.203331,55.317669,Google Colab,2026-08-05 11:59:15,2026-08-05 11:59:15
1189,GEO-1189,India,Delhi,New Delhi,North,408528,28.569355,77.239686,Google Colab,2026-08-05 11:59:15,2026-08-05 11:59:15
1190,GEO-1190,India,Rajasthan,Jaipur,North,796212,26.925449,75.783022,Google Colab,2026-08-05 11:59:15,2026-08-05 11:59:15
1191,GEO-1191,United Kingdom,England,London,EMEA,460455,51.495481,-0.08845,Google Colab,2026-08-05 11:59:15,2026-08-05 11:59:15
1192,GEO-1192,USA,California,San Francisco,West,468900,37.807357,-122.456053,Google Colab,2026-08-05 11:59:15,2026-08-05 11:59:15
